"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from daily flask and in situ (continuous) data. "
" La Jolla Pier, California: Latitude 32.9N Longitude 117.3W Elevation 10m                  "
"  In situ data is sporadically used only during a limited time period from 1957 to 1962"
"  Outside this period, the record is entirely flask-based"
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 12-Jun-2020 last updated 26-Jun-2020                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1959, 05,   21685, 1959.3699,   317.37,   314.49,     318.33,   315.46,     317.37,   314.49
1959, 06,   21716, 1959.4548,   317.43,   316.21,     316.73,   315.51,     317.43,   316.21
1959, 07,   21746, 1959.5370,   313.54,   315.66,     313.44,   315.56,     313.54,   315.66
1959, 08,   21777, 1959.6219,   310.28,   315.10,     310.80,   315.62,     310.28,   315.10
1959, 09,   21808, 1959.7068,   311.29,   315.55,     311.42,   315.69,     311.29,   315.55
1959, 10,   21838, 1959.7890,   314.67,   316.54,     313.88,   315.76,     314.67,   316.54
1959, 11,   21869, 1959.8740,   316.41,   316.48,     315.76,   315.83,     316.41,   316.48
1959, 12,   21899, 1959.9562,   315.76,   314.93,     316.74,   315.90,     315.76,   314.93
1960, 01,   21930, 1960.0410,   317.12,   315.59,     317.51,   315.99,     317.12,   315.59
1960, 02,   21961, 1960.1257,   317.85,   315.95,     317.97,   316.07,     317.85,   315.95
1960, 03,   21990, 1960.2049,   317.81,   315.58,     318.39,   316.15,     317.81,   315.58
1960, 04,   22021, 1960.2896,   319.61,   316.78,     319.07,   316.24,     319.61,   316.78
1960, 05,   22051, 1960.3716,   320.38,   317.48,     319.23,   316.33,     320.38,   317.48
1960, 06,   22082, 1960.4563,   318.04,   316.86,     317.60,   316.41,     318.04,   316.86
1960, 07,   22112, 1960.5383,   -99.99,   -99.99,     314.29,   316.50,     314.29,   316.50
1960, 08,   22143, 1960.6230,   -99.99,   -99.99,     311.68,   316.58,     311.68,   316.58
1960, 09,   22174, 1960.7077,   -99.99,   -99.99,     312.36,   316.66,     312.36,   316.66
1960, 10,   22204, 1960.7896,   -99.99,   -99.99,     314.85,   316.73,     314.85,   316.73
1960, 11,   22235, 1960.8743,   -99.99,   -99.99,     316.74,   316.81,     316.74,   316.81
1960, 12,   22265, 1960.9563,   -99.99,   -99.99,     317.72,   316.88,     317.72,   316.88
1961, 01,   22296, 1961.0411,   -99.99,   -99.99,     318.49,   316.95,     318.49,   316.95
1961, 02,   22327, 1961.1260,   -99.99,   -99.99,     318.94,   317.02,     318.94,   317.02
1961, 03,   22355, 1961.2027,   -99.99,   -99.99,     319.33,   317.08,     319.33,   317.08
1961, 04,   22386, 1961.2877,   -99.99,   -99.99,     320.00,   317.15,     320.00,   317.15
1961, 05,   22416, 1961.3699,   -99.99,   -99.99,     320.16,   317.21,     320.16,   317.21
1961, 06,   22447, 1961.4548,   -99.99,   -99.99,     318.53,   317.28,     318.53,   317.28
1961, 07,   22477, 1961.5370,   -99.99,   -99.99,     315.17,   317.35,     315.17,   317.35
1961, 08,   22508, 1961.6219,   -99.99,   -99.99,     312.48,   317.41,     312.48,   317.41
1961, 09,   22539, 1961.7068,   -99.99,   -99.99,     313.12,   317.48,     313.12,   317.48
1961, 10,   22569, 1961.7890,   -99.99,   -99.99,     315.63,   317.54,     315.63,   317.54
1961, 11,   22600, 1961.8740,   -99.99,   -99.99,     317.54,   317.61,     317.54,   317.61
1961, 12,   22630, 1961.9562,   -99.99,   -99.99,     318.53,   317.67,     318.53,   317.67
1962, 01,   22661, 1962.0411,   -99.99,   -99.99,     319.30,   317.74,     319.30,   317.74
1962, 02,   22692, 1962.1260,   -99.99,   -99.99,     319.75,   317.81,     319.75,   317.81
1962, 03,   22720, 1962.2027,   320.18,   317.91,     320.14,   317.87,     320.18,   317.91
1962, 04,   22751, 1962.2877,   320.71,   317.83,     320.82,   317.94,     320.71,   317.83
1962, 05,   22781, 1962.3699,   320.92,   317.95,     320.99,   318.01,     320.92,   317.95
1962, 06,   22812, 1962.4548,   -99.99,   -99.99,     319.34,   318.08,     319.34,   318.08
1962, 07,   22842, 1962.5370,   -99.99,   -99.99,     315.96,   318.15,     315.96,   318.15
1962, 08,   22873, 1962.6219,   -99.99,   -99.99,     313.24,   318.23,     313.24,   318.23
1962, 09,   22904, 1962.7068,   -99.99,   -99.99,     313.89,   318.31,     313.89,   318.31
1962, 10,   22934, 1962.7890,   -99.99,   -99.99,     316.44,   318.38,     316.44,   318.38
1962, 11,   22965, 1962.8740,   -99.99,   -99.99,     318.39,   318.46,     318.39,   318.46
1962, 12,   22995, 1962.9562,   -99.99,   -99.99,     319.40,   318.54,     319.40,   318.54
1963, 01,   23026, 1963.0411,   -99.99,   -99.99,     320.19,   318.62,     320.19,   318.62
1963, 02,   23057, 1963.1260,   -99.99,   -99.99,     320.66,   318.70,     320.66,   318.70
1963, 03,   23085, 1963.2027,   -99.99,   -99.99,     321.07,   318.77,     321.07,   318.77
1963, 04,   23116, 1963.2877,   -99.99,   -99.99,     321.77,   318.86,     321.77,   318.86
1963, 05,   23146, 1963.3699,   -99.99,   -99.99,     321.95,   318.94,     321.95,   318.94
1963, 06,   23177, 1963.4548,   -99.99,   -99.99,     320.30,   319.03,     320.30,   319.03
1963, 07,   23207, 1963.5370,   -99.99,   -99.99,     316.89,   319.11,     316.89,   319.11
1963, 08,   23238, 1963.6219,   -99.99,   -99.99,     314.16,   319.20,     314.16,   319.20
1963, 09,   23269, 1963.7068,   -99.99,   -99.99,     314.83,   319.29,     314.83,   319.29
1963, 10,   23299, 1963.7890,   -99.99,   -99.99,     317.42,   319.37,     317.42,   319.37
1963, 11,   23330, 1963.8740,   -99.99,   -99.99,     319.39,   319.46,     319.39,   319.46
1963, 12,   23360, 1963.9562,   -99.99,   -99.99,     320.42,   319.55,     320.42,   319.55
1964, 01,   23391, 1964.0410,   -99.99,   -99.99,     321.23,   319.64,     321.23,   319.64
1964, 02,   23422, 1964.1257,   -99.99,   -99.99,     321.72,   319.73,     321.72,   319.73
1964, 03,   23451, 1964.2049,   -99.99,   -99.99,     322.16,   319.82,     322.16,   319.82
1964, 04,   23482, 1964.2896,   -99.99,   -99.99,     322.87,   319.92,     322.87,   319.92
1964, 05,   23512, 1964.3716,   -99.99,   -99.99,     323.04,   320.01,     323.04,   320.01
1964, 06,   23543, 1964.4563,   -99.99,   -99.99,     321.34,   320.10,     321.34,   320.10
1964, 07,   23573, 1964.5383,   -99.99,   -99.99,     317.89,   320.20,     317.89,   320.20
1964, 08,   23604, 1964.6230,   -99.99,   -99.99,     315.18,   320.29,     315.18,   320.29
1964, 09,   23635, 1964.7077,   -99.99,   -99.99,     315.90,   320.39,     315.90,   320.39
1964, 10,   23665, 1964.7896,   -99.99,   -99.99,     318.52,   320.48,     318.52,   320.48
1964, 11,   23696, 1964.8743,   -99.99,   -99.99,     320.51,   320.58,     320.51,   320.58
1964, 12,   23726, 1964.9563,   -99.99,   -99.99,     321.56,   320.68,     321.56,   320.68
1965, 01,   23757, 1965.0411,   -99.99,   -99.99,     322.39,   320.78,     322.39,   320.78
1965, 02,   23788, 1965.1260,   -99.99,   -99.99,     322.88,   320.88,     322.88,   320.88
1965, 03,   23816, 1965.2027,   -99.99,   -99.99,     323.32,   320.97,     323.32,   320.97
1965, 04,   23847, 1965.2877,   -99.99,   -99.99,     324.04,   321.07,     324.04,   321.07
1965, 05,   23877, 1965.3699,   -99.99,   -99.99,     324.24,   321.17,     324.24,   321.17
1965, 06,   23908, 1965.4548,   -99.99,   -99.99,     322.57,   321.27,     322.57,   321.27
1965, 07,   23938, 1965.5370,   -99.99,   -99.99,     319.10,   321.37,     319.10,   321.37
1965, 08,   23969, 1965.6219,   -99.99,   -99.99,     316.32,   321.47,     316.32,   321.47
1965, 09,   24000, 1965.7068,   -99.99,   -99.99,     317.02,   321.57,     317.02,   321.57
1965, 10,   24030, 1965.7890,   -99.99,   -99.99,     319.67,   321.67,     319.67,   321.67
1965, 11,   24061, 1965.8740,   -99.99,   -99.99,     321.70,   321.78,     321.70,   321.78
1965, 12,   24091, 1965.9562,   -99.99,   -99.99,     322.77,   321.88,     322.77,   321.88
1966, 01,   24122, 1966.0411,   -99.99,   -99.99,     323.61,   321.98,     323.61,   321.98
1966, 02,   24153, 1966.1260,   -99.99,   -99.99,     324.11,   322.08,     324.11,   322.08
1966, 03,   24181, 1966.2027,   -99.99,   -99.99,     324.55,   322.18,     324.55,   322.18
1966, 04,   24212, 1966.2877,   -99.99,   -99.99,     325.29,   322.28,     325.29,   322.28
1966, 05,   24242, 1966.3699,   -99.99,   -99.99,     325.49,   322.38,     325.49,   322.38
1966, 06,   24273, 1966.4548,   -99.99,   -99.99,     323.80,   322.49,     323.80,   322.49
1966, 07,   24303, 1966.5370,   -99.99,   -99.99,     320.30,   322.59,     320.30,   322.59
1966, 08,   24334, 1966.6219,   -99.99,   -99.99,     317.49,   322.69,     317.49,   322.69
1966, 09,   24365, 1966.7068,   -99.99,   -99.99,     318.20,   322.80,     318.20,   322.80
1966, 10,   24395, 1966.7890,   -99.99,   -99.99,     320.88,   322.90,     320.88,   322.90
1966, 11,   24426, 1966.8740,   -99.99,   -99.99,     322.93,   323.01,     322.93,   323.01
1966, 12,   24456, 1966.9562,   -99.99,   -99.99,     324.01,   323.11,     324.01,   323.11
1967, 01,   24487, 1967.0411,   -99.99,   -99.99,     324.85,   323.21,     324.85,   323.21
1967, 02,   24518, 1967.1260,   -99.99,   -99.99,     325.36,   323.32,     325.36,   323.32
1967, 03,   24546, 1967.2027,   -99.99,   -99.99,     325.81,   323.41,     325.81,   323.41
1967, 04,   24577, 1967.2877,   -99.99,   -99.99,     326.55,   323.51,     326.55,   323.51
1967, 05,   24607, 1967.3699,   -99.99,   -99.99,     326.75,   323.62,     326.75,   323.62
1967, 06,   24638, 1967.4548,   -99.99,   -99.99,     325.05,   323.72,     325.05,   323.72
1967, 07,   24668, 1967.5370,   -99.99,   -99.99,     321.50,   323.82,     321.50,   323.82
1967, 08,   24699, 1967.6219,   -99.99,   -99.99,     318.66,   323.92,     318.66,   323.92
1967, 09,   24730, 1967.7068,   -99.99,   -99.99,     319.38,   324.03,     319.38,   324.03
1967, 10,   24760, 1967.7890,   -99.99,   -99.99,     322.09,   324.13,     322.09,   324.13
1967, 11,   24791, 1967.8740,   -99.99,   -99.99,     324.15,   324.23,     324.15,   324.23
1967, 12,   24821, 1967.9562,   -99.99,   -99.99,     325.24,   324.33,     325.24,   324.33
1968, 01,   24852, 1968.0410,   -99.99,   -99.99,     326.09,   324.43,     326.09,   324.43
1968, 02,   24883, 1968.1257,   -99.99,   -99.99,     326.60,   324.53,     326.60,   324.53
1968, 03,   24912, 1968.2049,   -99.99,   -99.99,     327.06,   324.63,     327.06,   324.63
1968, 04,   24943, 1968.2896,   -99.99,   -99.99,     327.81,   324.73,     327.81,   324.73
1968, 05,   24973, 1968.3716,   -99.99,   -99.99,     327.98,   324.82,     327.98,   324.82
1968, 06,   25004, 1968.4563,   -99.99,   -99.99,     326.21,   324.92,     326.21,   324.92
1968, 07,   25034, 1968.5383,   -99.99,   -99.99,     322.62,   325.02,     322.62,   325.02
1968, 08,   25065, 1968.6230,   -99.99,   -99.99,     319.79,   325.12,     319.79,   325.12
1968, 09,   25096, 1968.7077,   -99.99,   -99.99,     320.54,   325.22,     320.54,   325.22
1968, 10,   25126, 1968.7896,   -99.99,   -99.99,     323.27,   325.31,     323.27,   325.31
1968, 11,   25157, 1968.8743,   -99.99,   -99.99,     325.34,   325.41,     325.34,   325.41
1968, 12,   25187, 1968.9563,   -99.99,   -99.99,     326.43,   325.50,     326.43,   325.50
1969, 01,   25218, 1969.0411,   330.24,   328.56,     327.28,   325.60,     330.24,   328.56
1969, 02,   25249, 1969.1260,   326.49,   324.40,     327.78,   325.69,     326.49,   324.40
1969, 03,   25277, 1969.2027,   -99.99,   -99.99,     328.23,   325.78,     328.23,   325.78
1969, 04,   25308, 1969.2877,   327.98,   324.88,     328.98,   325.88,     327.98,   324.88
1969, 05,   25338, 1969.3699,   -99.99,   -99.99,     329.17,   325.97,     329.17,   325.97
1969, 06,   25369, 1969.4548,   326.26,   324.91,     327.42,   326.07,     326.26,   324.91
1969, 07,   25399, 1969.5370,   -99.99,   -99.99,     323.79,   326.16,     323.79,   326.16
1969, 08,   25430, 1969.6219,   -99.99,   -99.99,     320.88,   326.25,     320.88,   326.25
1969, 09,   25461, 1969.7068,   -99.99,   -99.99,     321.60,   326.34,     321.60,   326.34
1969, 10,   25491, 1969.7890,   325.65,   327.74,     324.35,   326.43,     325.65,   327.74
1969, 11,   25522, 1969.8740,   -99.99,   -99.99,     326.44,   326.52,     326.44,   326.52
1969, 12,   25552, 1969.9562,   -99.99,   -99.99,     327.53,   326.60,     327.53,   326.60
1970, 01,   25583, 1970.0411,   -99.99,   -99.99,     328.37,   326.68,     328.37,   326.68
1970, 02,   25614, 1970.1260,   -99.99,   -99.99,     328.87,   326.76,     328.87,   326.76
1970, 03,   25642, 1970.2027,   -99.99,   -99.99,     329.30,   326.82,     329.30,   326.82
1970, 04,   25673, 1970.2877,   329.15,   326.02,     330.03,   326.90,     329.15,   326.02
1970, 05,   25703, 1970.3699,   331.67,   328.43,     330.20,   326.97,     331.67,   328.43
1970, 06,   25734, 1970.4548,   328.07,   326.70,     328.41,   327.04,     328.07,   326.70
1970, 07,   25764, 1970.5370,   -99.99,   -99.99,     324.71,   327.10,     324.71,   327.10
1970, 08,   25795, 1970.6219,   -99.99,   -99.99,     321.75,   327.17,     321.75,   327.17
1970, 09,   25826, 1970.7068,   322.37,   327.16,     322.44,   327.24,     322.37,   327.16
1970, 10,   25856, 1970.7890,   -99.99,   -99.99,     325.20,   327.30,     325.20,   327.30
1970, 11,   25887, 1970.8740,   -99.99,   -99.99,     327.29,   327.37,     327.29,   327.37
1970, 12,   25917, 1970.9562,   327.32,   326.38,     328.38,   327.44,     327.32,   326.38
1971, 01,   25948, 1971.0411,   -99.99,   -99.99,     329.22,   327.51,     329.22,   327.51
1971, 02,   25979, 1971.1260,   329.92,   327.79,     329.71,   327.57,     329.92,   327.79
1971, 03,   26007, 1971.2027,   330.57,   328.07,     330.14,   327.64,     330.57,   328.07
1971, 04,   26038, 1971.2877,   330.41,   327.25,     330.87,   327.71,     330.41,   327.25
1971, 05,   26068, 1971.3699,   330.62,   327.35,     331.05,   327.78,     330.62,   327.35
1971, 06,   26099, 1971.4548,   330.01,   328.62,     329.23,   327.85,     330.01,   328.62
1971, 07,   26129, 1971.5370,   324.49,   326.90,     325.51,   327.92,     324.49,   326.90
1971, 08,   26160, 1971.6219,   -99.99,   -99.99,     322.51,   327.99,     322.51,   327.99
1971, 09,   26191, 1971.7068,   -99.99,   -99.99,     323.22,   328.07,     323.22,   328.07
1971, 10,   26221, 1971.7890,   -99.99,   -99.99,     326.01,   328.14,     326.01,   328.14
1971, 11,   26252, 1971.8740,   -99.99,   -99.99,     328.14,   328.22,     328.14,   328.22
1971, 12,   26282, 1971.9562,   -99.99,   -99.99,     329.24,   328.29,     329.24,   328.29
1972, 01,   26313, 1972.0410,   -99.99,   -99.99,     330.10,   328.37,     330.10,   328.37
1972, 02,   26344, 1972.1257,   -99.99,   -99.99,     330.60,   328.44,     330.60,   328.44
1972, 03,   26373, 1972.2049,   333.80,   331.26,     331.06,   328.52,     333.80,   331.26
1972, 04,   26404, 1972.2896,   330.92,   327.71,     331.81,   328.59,     330.92,   327.71
1972, 05,   26434, 1972.3716,   332.22,   328.93,     331.96,   328.67,     332.22,   328.93
1972, 06,   26465, 1972.4563,   -99.99,   -99.99,     330.09,   328.75,     330.09,   328.75
1972, 07,   26495, 1972.5383,   326.50,   329.00,     326.33,   328.83,     326.50,   329.00
1972, 08,   26526, 1972.6230,   -99.99,   -99.99,     323.36,   328.91,     323.36,   328.91
1972, 09,   26557, 1972.7077,   322.72,   327.59,     324.13,   329.00,     322.72,   327.59
1972, 10,   26587, 1972.7896,   327.24,   329.37,     326.96,   329.09,     327.24,   329.37
1972, 11,   26618, 1972.8743,   328.36,   328.43,     329.11,   329.19,     328.36,   328.43
1972, 12,   26648, 1972.9563,   330.36,   329.40,     330.25,   329.29,     330.36,   329.40
1973, 01,   26679, 1973.0411,   330.32,   328.57,     331.14,   329.39,     330.32,   328.57
1973, 02,   26710, 1973.1260,   331.38,   329.20,     331.69,   329.51,     331.38,   329.20
1973, 03,   26738, 1973.2027,   332.11,   329.56,     332.17,   329.62,     332.11,   329.56
1973, 04,   26769, 1973.2877,   333.76,   330.53,     332.97,   329.74,     333.76,   330.53
1973, 05,   26799, 1973.3699,   -99.99,   -99.99,     333.20,   329.87,     333.20,   329.87
1973, 06,   26830, 1973.4548,   -99.99,   -99.99,     331.41,   330.00,     331.41,   330.00
1973, 07,   26860, 1973.5370,   328.60,   331.06,     327.67,   330.13,     328.60,   331.06
1973, 08,   26891, 1973.6219,   322.19,   327.78,     324.68,   330.27,     322.19,   327.78
1973, 09,   26922, 1973.7068,   -99.99,   -99.99,     325.47,   330.41,     325.47,   330.41
1973, 10,   26952, 1973.7890,   328.81,   330.98,     328.38,   330.55,     328.81,   330.98
1973, 11,   26983, 1973.8740,   -99.99,   -99.99,     330.61,   330.69,     330.61,   330.69
1973, 12,   27013, 1973.9562,   -99.99,   -99.99,     331.80,   330.83,     331.80,   330.83
1974, 01,   27044, 1974.0411,   -99.99,   -99.99,     332.74,   330.97,     332.74,   330.97
1974, 02,   27075, 1974.1260,   333.69,   331.50,     333.31,   331.11,     333.69,   331.50
1974, 03,   27103, 1974.2027,   333.65,   331.08,     333.81,   331.24,     333.65,   331.08
1974, 04,   27134, 1974.2877,   335.70,   332.44,     334.63,   331.37,     335.70,   332.44
1974, 05,   27164, 1974.3699,   -99.99,   -99.99,     334.86,   331.50,     334.86,   331.50
1974, 06,   27195, 1974.4548,   -99.99,   -99.99,     333.05,   331.62,     333.05,   331.62
1974, 07,   27225, 1974.5370,   -99.99,   -99.99,     329.25,   331.74,     329.25,   331.74
1974, 08,   27256, 1974.6219,   327.38,   333.02,     326.21,   331.85,     327.38,   333.02
1974, 09,   27287, 1974.7068,   -99.99,   -99.99,     326.97,   331.96,     326.97,   331.96
1974, 10,   27317, 1974.7890,   330.88,   333.07,     329.87,   332.06,     330.88,   333.07
1974, 11,   27348, 1974.8740,   331.35,   331.43,     332.08,   332.16,     331.35,   331.43
1974, 12,   27378, 1974.9562,   -99.99,   -99.99,     333.23,   332.25,     333.23,   332.25
1975, 01,   27409, 1975.0411,   334.31,   332.53,     334.12,   332.34,     334.31,   332.53
1975, 02,   27440, 1975.1260,   -99.99,   -99.99,     334.65,   332.43,     334.65,   332.43
1975, 03,   27468, 1975.2027,   -99.99,   -99.99,     335.10,   332.50,     335.10,   332.50
1975, 04,   27499, 1975.2877,   334.78,   331.49,     335.88,   332.58,     334.78,   331.49
1975, 05,   27529, 1975.3699,   336.98,   333.58,     336.06,   332.66,     336.98,   333.58
1975, 06,   27560, 1975.4548,   -99.99,   -99.99,     334.18,   332.74,     334.18,   332.74
1975, 07,   27590, 1975.5370,   329.74,   332.24,     330.31,   332.82,     329.74,   332.24
1975, 08,   27621, 1975.6219,   -99.99,   -99.99,     327.20,   332.90,     327.20,   332.90
